size,density,text,query,answer
60,5,Bonnie is parent for Bobby and Blake and Billy and Bill and Betty and Bethany. Bobby is parent for Beth and Bernard and Benjamin. Blake is parent for Belinda and Becky and Barry and Barbara. Billy is parent for Bailey and Austin and Audrey and Ashley and Arthur. Bill is parent for Ariel and Ariana and April and Antonio. Betty is parent for Anthony and Anna and Ann and Anita and Angie and Angelica. Bethany is parent for Angela and Angel and Andrew and Andres and Andrea. Beth is parent for Andre and Amy and Amber and Amanda and Alyssa and Allison. Bernard is parent for Allen and Alison and Alicia and Alice and Alexis. Benjamin is parent for Alexandria and Alexandra and Alexander and Alexa and Alex and Alejandro. Belinda is parent for Alejandra and Alec and Albert and Alan. Becky is parent for Adriana and Adrian and Adam and Abigail and Aaron. Barry is parent for no one. Barbara is parent for no one. Bailey is parent for no one. Austin is parent for no one. Audrey is parent for no one. Ashley is parent for no one. Arthur is parent for no one. Ariel is parent for no one. Ariana is parent for no one. April is parent for no one. Antonio is parent for no one. Anthony is parent for no one. Anna is parent for no one. Ann is parent for no one. Anita is parent for no one. Angie is parent for no one. Angelica is parent for no one. Angela is parent for no one. Angel is parent for no one. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Anna and Austin? Only name, one name, nothing else.",Bonnie
60,5,Bonnie is parent for Bobby and Blake and Billy and Bill. Bobby is parent for Betty and Bethany and Beth and Bernard and Benjamin. Blake is parent for Belinda and Becky and Barry. Billy is parent for Barbara and Bailey and Austin and Audrey and Ashley. Bill is parent for Arthur and Ariel and Ariana and April. Betty is parent for Antonio and Anthony and Anna and Ann. Bethany is parent for Anita and Angie and Angelica and Angela and Angel and Andrew and Andres and Andrea. Beth is parent for Andre and Amy and Amber. Bernard is parent for Amanda and Alyssa and Allison and Allen and Alison and Alicia. Benjamin is parent for Alice and Alexis and Alexandria and Alexandra and Alexander and Alexa and Alex and Alejandro. Belinda is parent for Alejandra and Alec. Becky is parent for Albert and Alan and Adriana and Adrian and Adam. Barry is parent for Abigail and Aaron. Barbara is parent for no one. Bailey is parent for no one. Austin is parent for no one. Audrey is parent for no one. Ashley is parent for no one. Arthur is parent for no one. Ariel is parent for no one. Ariana is parent for no one. April is parent for no one. Antonio is parent for no one. Anthony is parent for no one. Anna is parent for no one. Ann is parent for no one. Anita is parent for no one. Angie is parent for no one. Angelica is parent for no one. Angela is parent for no one. Angel is parent for no one. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for April and Alex? Only name, one name, nothing else.",Bonnie
60,5,Bonnie is parent for Bobby and Blake. Bobby is parent for Billy and Bill and Betty and Bethany. Blake is parent for Beth and Bernard and Benjamin and Belinda and Becky and Barry and Barbara. Billy is parent for Bailey and Austin. Bill is parent for Audrey and Ashley and Arthur and Ariel and Ariana. Betty is parent for April and Antonio and Anthony and Anna and Ann. Bethany is parent for Anita and Angie and Angelica and Angela and Angel and Andrew and Andres. Beth is parent for Andrea and Andre and Amy. Bernard is parent for Amber and Amanda and Alyssa and Allison and Allen. Benjamin is parent for Alison and Alicia and Alice and Alexis and Alexandria. Belinda is parent for Alexandra and Alexander and Alexa and Alex and Alejandro. Becky is parent for Alejandra and Alec and Albert and Alan and Adriana and Adrian and Adam. Barry is parent for Abigail and Aaron. Barbara is parent for no one. Bailey is parent for no one. Austin is parent for no one. Audrey is parent for no one. Ashley is parent for no one. Arthur is parent for no one. Ariel is parent for no one. Ariana is parent for no one. April is parent for no one. Antonio is parent for no one. Anthony is parent for no one. Anna is parent for no one. Ann is parent for no one. Anita is parent for no one. Angie is parent for no one. Angelica is parent for no one. Angela is parent for no one. Angel is parent for no one. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Bailey and Angel? Only name, one name, nothing else.",Bobby
60,6,Bonnie is parent for Bobby and Blake and Billy. Bobby is parent for Bill and Betty and Bethany and Beth and Bernard and Benjamin. Blake is parent for Belinda and Becky and Barry and Barbara and Bailey. Billy is parent for Austin and Audrey and Ashley and Arthur and Ariel. Bill is parent for Ariana and April and Antonio and Anthony and Anna. Betty is parent for Ann and Anita and Angie and Angelica and Angela. Bethany is parent for Angel and Andrew and Andres and Andrea and Andre. Beth is parent for Amy and Amber and Amanda and Alyssa and Allison and Allen and Alison and Alicia and Alice. Bernard is parent for Alexis and Alexandria and Alexandra and Alexander. Benjamin is parent for Alexa and Alex and Alejandro and Alejandra and Alec and Albert and Alan and Adriana. Belinda is parent for Adrian and Adam and Abigail and Aaron. Becky is parent for no one. Barry is parent for no one. Barbara is parent for no one. Bailey is parent for no one. Austin is parent for no one. Audrey is parent for no one. Ashley is parent for no one. Arthur is parent for no one. Ariel is parent for no one. Ariana is parent for no one. April is parent for no one. Antonio is parent for no one. Anthony is parent for no one. Anna is parent for no one. Ann is parent for no one. Anita is parent for no one. Angie is parent for no one. Angelica is parent for no one. Angela is parent for no one. Angel is parent for no one. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Austin and Austin? Only name, one name, nothing else.",Austin
60,6,Bonnie is parent for Bobby and Blake and Billy and Bill and Betty and Bethany. Bobby is parent for Beth and Bernard and Benjamin and Belinda and Becky and Barry and Barbara. Blake is parent for Bailey and Austin and Audrey and Ashley and Arthur. Billy is parent for Ariel and Ariana and April and Antonio and Anthony. Bill is parent for Anna and Ann and Anita and Angie and Angelica. Betty is parent for Angela and Angel and Andrew and Andres and Andrea. Bethany is parent for Andre and Amy and Amber and Amanda and Alyssa and Allison and Allen and Alison. Beth is parent for Alicia and Alice and Alexis and Alexandria and Alexandra and Alexander and Alexa. Bernard is parent for Alex and Alejandro and Alejandra and Alec. Benjamin is parent for Albert and Alan and Adriana and Adrian. Belinda is parent for Adam and Abigail and Aaron. Becky is parent for no one. Barry is parent for no one. Barbara is parent for no one. Bailey is parent for no one. Austin is parent for no one. Audrey is parent for no one. Ashley is parent for no one. Arthur is parent for no one. Ariel is parent for no one. Ariana is parent for no one. April is parent for no one. Antonio is parent for no one. Anthony is parent for no one. Anna is parent for no one. Ann is parent for no one. Anita is parent for no one. Angie is parent for no one. Angelica is parent for no one. Angela is parent for no one. Angel is parent for no one. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Andrea and Betty? Only name, one name, nothing else.",Betty
60,6,Bonnie is parent for Bobby and Blake and Billy and Bill. Bobby is parent for Betty and Bethany and Beth and Bernard and Benjamin and Belinda. Blake is parent for Becky and Barry and Barbara and Bailey. Billy is parent for Austin and Audrey and Ashley and Arthur and Ariel and Ariana. Bill is parent for April and Antonio. Betty is parent for Anthony and Anna and Ann and Anita and Angie. Bethany is parent for Angelica and Angela and Angel and Andrew and Andres and Andrea. Beth is parent for Andre and Amy and Amber and Amanda and Alyssa and Allison. Bernard is parent for Allen and Alison and Alicia and Alice and Alexis and Alexandria and Alexandra and Alexander and Alexa. Benjamin is parent for Alex and Alejandro and Alejandra and Alec and Albert and Alan and Adriana and Adrian. Belinda is parent for Adam and Abigail and Aaron. Becky is parent for no one. Barry is parent for no one. Barbara is parent for no one. Bailey is parent for no one. Austin is parent for no one. Audrey is parent for no one. Ashley is parent for no one. Arthur is parent for no one. Ariel is parent for no one. Ariana is parent for no one. April is parent for no one. Antonio is parent for no one. Anthony is parent for no one. Anna is parent for no one. Ann is parent for no one. Anita is parent for no one. Angie is parent for no one. Angelica is parent for no one. Angela is parent for no one. Angel is parent for no one. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Anita and Antonio? Only name, one name, nothing else.",Bonnie
60,7,Bonnie is parent for Bobby and Blake and Billy and Bill. Bobby is parent for Betty and Bethany and Beth and Bernard and Benjamin and Belinda and Becky and Barry. Blake is parent for Barbara and Bailey and Austin and Audrey and Ashley and Arthur and Ariel and Ariana and April. Billy is parent for Antonio and Anthony and Anna and Ann and Anita and Angie and Angelica and Angela. Bill is parent for Angel and Andrew and Andres and Andrea and Andre. Betty is parent for Amy and Amber and Amanda and Alyssa and Allison and Allen and Alison and Alicia and Alice and Alexis. Bethany is parent for Alexandria and Alexandra and Alexander and Alexa and Alex. Beth is parent for Alejandro and Alejandra and Alec and Albert and Alan and Adriana and Adrian and Adam. Bernard is parent for Abigail and Aaron. Benjamin is parent for no one. Belinda is parent for no one. Becky is parent for no one. Barry is parent for no one. Barbara is parent for no one. Bailey is parent for no one. Austin is parent for no one. Audrey is parent for no one. Ashley is parent for no one. Arthur is parent for no one. Ariel is parent for no one. Ariana is parent for no one. April is parent for no one. Antonio is parent for no one. Anthony is parent for no one. Anna is parent for no one. Ann is parent for no one. Anita is parent for no one. Angie is parent for no one. Angelica is parent for no one. Angela is parent for no one. Angel is parent for no one. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Anthony and Benjamin? Only name, one name, nothing else.",Bonnie
60,7,Bonnie is parent for Bobby and Blake and Billy and Bill and Betty. Bobby is parent for Bethany and Beth and Bernard and Benjamin and Belinda and Becky and Barry and Barbara and Bailey. Blake is parent for Austin and Audrey and Ashley and Arthur and Ariel and Ariana. Billy is parent for April and Antonio and Anthony and Anna and Ann and Anita and Angie and Angelica and Angela and Angel. Bill is parent for Andrew and Andres and Andrea and Andre and Amy and Amber. Betty is parent for Amanda and Alyssa and Allison and Allen and Alison and Alicia and Alice and Alexis and Alexandria and Alexandra. Bethany is parent for Alexander and Alexa and Alex and Alejandro. Beth is parent for Alejandra and Alec and Albert and Alan and Adriana and Adrian and Adam and Abigail. Bernard is parent for Aaron. Benjamin is parent for no one. Belinda is parent for no one. Becky is parent for no one. Barry is parent for no one. Barbara is parent for no one. Bailey is parent for no one. Austin is parent for no one. Audrey is parent for no one. Ashley is parent for no one. Arthur is parent for no one. Ariel is parent for no one. Ariana is parent for no one. April is parent for no one. Antonio is parent for no one. Anthony is parent for no one. Anna is parent for no one. Ann is parent for no one. Anita is parent for no one. Angie is parent for no one. Angelica is parent for no one. Angela is parent for no one. Angel is parent for no one. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Antonio and Alejandra? Only name, one name, nothing else.",Bonnie
60,7,Bonnie is parent for Bobby and Blake and Billy and Bill and Betty and Bethany. Bobby is parent for Beth and Bernard and Benjamin and Belinda and Becky. Blake is parent for Barry and Barbara and Bailey and Austin and Audrey and Ashley and Arthur and Ariel. Billy is parent for Ariana and April and Antonio and Anthony and Anna. Bill is parent for Ann and Anita and Angie and Angelica and Angela and Angel and Andrew. Betty is parent for Andres and Andrea and Andre and Amy and Amber. Bethany is parent for Amanda and Alyssa and Allison and Allen and Alison and Alicia and Alice and Alexis and Alexandria and Alexandra. Beth is parent for Alexander and Alexa and Alex. Bernard is parent for Alejandro and Alejandra and Alec and Albert and Alan. Benjamin is parent for Adriana and Adrian and Adam and Abigail and Aaron. Belinda is parent for no one. Becky is parent for no one. Barry is parent for no one. Barbara is parent for no one. Bailey is parent for no one. Austin is parent for no one. Audrey is parent for no one. Ashley is parent for no one. Arthur is parent for no one. Ariel is parent for no one. Ariana is parent for no one. April is parent for no one. Antonio is parent for no one. Anthony is parent for no one. Anna is parent for no one. Ann is parent for no one. Anita is parent for no one. Angie is parent for no one. Angelica is parent for no one. Angela is parent for no one. Angel is parent for no one. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Adriana and Andrea? Only name, one name, nothing else.",Bonnie
60,8,Bonnie is parent for Bobby and Blake and Billy and Bill and Betty and Bethany and Beth. Bobby is parent for Bernard and Benjamin and Belinda and Becky and Barry and Barbara. Blake is parent for Bailey and Austin and Audrey and Ashley and Arthur and Ariel and Ariana. Billy is parent for April and Antonio and Anthony and Anna and Ann and Anita and Angie and Angelica and Angela. Bill is parent for Angel and Andrew and Andres and Andrea and Andre and Amy and Amber and Amanda. Betty is parent for Alyssa and Allison and Allen and Alison and Alicia and Alice and Alexis and Alexandria. Bethany is parent for Alexandra and Alexander and Alexa and Alex and Alejandro. Beth is parent for Alejandra and Alec and Albert and Alan and Adriana and Adrian and Adam and Abigail. Bernard is parent for Aaron. Benjamin is parent for no one. Belinda is parent for no one. Becky is parent for no one. Barry is parent for no one. Barbara is parent for no one. Bailey is parent for no one. Austin is parent for no one. Audrey is parent for no one. Ashley is parent for no one. Arthur is parent for no one. Ariel is parent for no one. Ariana is parent for no one. April is parent for no one. Antonio is parent for no one. Anthony is parent for no one. Anna is parent for no one. Ann is parent for no one. Anita is parent for no one. Angie is parent for no one. Angelica is parent for no one. Angela is parent for no one. Angel is parent for no one. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Alicia and Alice? Only name, one name, nothing else.",Betty
60,8,Bonnie is parent for Bobby and Blake and Billy and Bill and Betty and Bethany and Beth and Bernard and Benjamin. Bobby is parent for Belinda and Becky and Barry and Barbara and Bailey and Austin. Blake is parent for Audrey and Ashley and Arthur and Ariel and Ariana and April and Antonio. Billy is parent for Anthony and Anna and Ann and Anita and Angie and Angelica and Angela. Bill is parent for Angel and Andrew and Andres and Andrea and Andre and Amy and Amber and Amanda and Alyssa. Betty is parent for Allison and Allen and Alison and Alicia and Alice. Bethany is parent for Alexis and Alexandria and Alexandra and Alexander and Alexa and Alex and Alejandro and Alejandra. Beth is parent for Alec and Albert and Alan and Adriana and Adrian and Adam. Bernard is parent for Abigail and Aaron. Benjamin is parent for no one. Belinda is parent for no one. Becky is parent for no one. Barry is parent for no one. Barbara is parent for no one. Bailey is parent for no one. Austin is parent for no one. Audrey is parent for no one. Ashley is parent for no one. Arthur is parent for no one. Ariel is parent for no one. Ariana is parent for no one. April is parent for no one. Antonio is parent for no one. Anthony is parent for no one. Anna is parent for no one. Ann is parent for no one. Anita is parent for no one. Angie is parent for no one. Angelica is parent for no one. Angela is parent for no one. Angel is parent for no one. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Adrian and Angel? Only name, one name, nothing else.",Bonnie
60,8,Bonnie is parent for Bobby and Blake and Billy and Bill and Betty and Bethany and Beth and Bernard and Benjamin and Belinda. Bobby is parent for Becky and Barry and Barbara and Bailey and Austin and Audrey and Ashley. Blake is parent for Arthur and Ariel and Ariana and April and Antonio and Anthony and Anna. Billy is parent for Ann and Anita and Angie and Angelica and Angela and Angel and Andrew and Andres and Andrea and Andre. Bill is parent for Amy and Amber and Amanda and Alyssa and Allison and Allen and Alison and Alicia. Betty is parent for Alice and Alexis and Alexandria and Alexandra and Alexander and Alexa and Alex. Bethany is parent for Alejandro and Alejandra and Alec and Albert and Alan and Adriana and Adrian and Adam. Beth is parent for Abigail and Aaron. Bernard is parent for no one. Benjamin is parent for no one. Belinda is parent for no one. Becky is parent for no one. Barry is parent for no one. Barbara is parent for no one. Bailey is parent for no one. Austin is parent for no one. Audrey is parent for no one. Ashley is parent for no one. Arthur is parent for no one. Ariel is parent for no one. Ariana is parent for no one. April is parent for no one. Antonio is parent for no one. Anthony is parent for no one. Anna is parent for no one. Ann is parent for no one. Anita is parent for no one. Angie is parent for no one. Angelica is parent for no one. Angela is parent for no one. Angel is parent for no one. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Alison and Andrea? Only name, one name, nothing else.",Bonnie
60,9,Bonnie is parent for Bobby and Blake and Billy and Bill and Betty and Bethany. Bobby is parent for Beth and Bernard and Benjamin and Belinda and Becky and Barry and Barbara and Bailey and Austin and Audrey. Blake is parent for Ashley and Arthur and Ariel and Ariana and April and Antonio and Anthony and Anna. Billy is parent for Ann and Anita and Angie and Angelica and Angela and Angel. Bill is parent for Andrew and Andres and Andrea and Andre and Amy and Amber and Amanda and Alyssa and Allison. Betty is parent for Allen and Alison and Alicia and Alice and Alexis and Alexandria and Alexandra and Alexander. Bethany is parent for Alexa and Alex and Alejandro and Alejandra and Alec and Albert. Beth is parent for Alan and Adriana and Adrian and Adam and Abigail and Aaron. Bernard is parent for no one. Benjamin is parent for no one. Belinda is parent for no one. Becky is parent for no one. Barry is parent for no one. Barbara is parent for no one. Bailey is parent for no one. Austin is parent for no one. Audrey is parent for no one. Ashley is parent for no one. Arthur is parent for no one. Ariel is parent for no one. Ariana is parent for no one. April is parent for no one. Antonio is parent for no one. Anthony is parent for no one. Anna is parent for no one. Ann is parent for no one. Anita is parent for no one. Angie is parent for no one. Angelica is parent for no one. Angela is parent for no one. Angel is parent for no one. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Adrian and Belinda? Only name, one name, nothing else.",Bobby
60,9,Bonnie is parent for Bobby and Blake and Billy and Bill and Betty and Bethany and Beth and Bernard and Benjamin and Belinda. Bobby is parent for Becky and Barry and Barbara and Bailey and Austin and Audrey and Ashley and Arthur and Ariel and Ariana. Blake is parent for April and Antonio and Anthony and Anna and Ann and Anita and Angie and Angelica and Angela and Angel. Billy is parent for Andrew and Andres and Andrea and Andre and Amy and Amber and Amanda and Alyssa and Allison and Allen. Bill is parent for Alison and Alicia and Alice. Betty is parent for Alexis and Alexandria and Alexandra and Alexander and Alexa and Alex and Alejandro and Alejandra. Bethany is parent for Alec and Albert and Alan and Adriana and Adrian and Adam and Abigail and Aaron. Beth is parent for no one. Bernard is parent for no one. Benjamin is parent for no one. Belinda is parent for no one. Becky is parent for no one. Barry is parent for no one. Barbara is parent for no one. Bailey is parent for no one. Austin is parent for no one. Audrey is parent for no one. Ashley is parent for no one. Arthur is parent for no one. Ariel is parent for no one. Ariana is parent for no one. April is parent for no one. Antonio is parent for no one. Anthony is parent for no one. Anna is parent for no one. Ann is parent for no one. Anita is parent for no one. Angie is parent for no one. Angelica is parent for no one. Angela is parent for no one. Angel is parent for no one. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Adriana and Benjamin? Only name, one name, nothing else.",Bonnie
60,9,Bonnie is parent for Bobby and Blake and Billy and Bill and Betty and Bethany and Beth and Bernard. Bobby is parent for Benjamin and Belinda and Becky and Barry and Barbara and Bailey and Austin and Audrey and Ashley. Blake is parent for Arthur and Ariel and Ariana and April and Antonio and Anthony and Anna and Ann and Anita. Billy is parent for Angie and Angelica and Angela and Angel and Andrew and Andres and Andrea and Andre. Bill is parent for Amy and Amber and Amanda and Alyssa and Allison and Allen and Alison and Alicia and Alice and Alexis. Betty is parent for Alexandria and Alexandra and Alexander and Alexa and Alex and Alejandro and Alejandra and Alec. Bethany is parent for Albert and Alan and Adriana and Adrian and Adam and Abigail and Aaron. Beth is parent for no one. Bernard is parent for no one. Benjamin is parent for no one. Belinda is parent for no one. Becky is parent for no one. Barry is parent for no one. Barbara is parent for no one. Bailey is parent for no one. Austin is parent for no one. Audrey is parent for no one. Ashley is parent for no one. Arthur is parent for no one. Ariel is parent for no one. Ariana is parent for no one. April is parent for no one. Antonio is parent for no one. Anthony is parent for no one. Anna is parent for no one. Ann is parent for no one. Anita is parent for no one. Angie is parent for no one. Angelica is parent for no one. Angela is parent for no one. Angel is parent for no one. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Benjamin and Anthony? Only name, one name, nothing else.",Bonnie
